"Homolog > Gene 1 . Primary Identifier","Homolog > Gene 1 > Organism Name","Homolog > Gene 2 . Primary Identifier","Homolog > Gene 2 > Organism Name","Homolog > Relationship","Homolog > Gene 2 > Chromosome Location . End","Homolog > Gene 2 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome Location . End","Homolog > Gene 1 > Chromosome Location . Start","Homolog > Gene 1 > Chromosome > Name","Homolog > Gene 2 > Chromosome > Name","Homolog > Gene 1 > Defline","Homolog > Gene 2 > Defline",
"GRMZM2G328781","Z. mays","Sobic.006G168800","S. bicolor","one-to-one","53522634","53519704","21149693","21147030","2","Chr06","","similar to OSIGBa0106P14.5 protein",
"GRMZM2G328785","Z. mays","Sobic.009G087600","S. bicolor","one-to-one","14968789","14966348","133826469","133823627","6","Chr09","","similar to Putative receptor protein kinase ZmPK1 precursor",
"GRMZM2G328795","Z. mays","Sobic.003G384100","S. bicolor","one-to-one","69718444","69714615","169160582","169156944","3","Chr03","","similar to Tetratricopeptide repeat (TPR)-containing protein-like",
"GRMZM2G328814","Z. mays","Sobic.002G069300","S. bicolor","many-to-many","6923865","6922624","175759719","175758339","5","Chr02","","",
"GRMZM2G328814","Z. mays","Sobic.003G023900","S. bicolor","many-to-many","2062859","2061726","175759719","175758339","5","Chr03","","",
"GRMZM2G328814","Z. mays","Sobic.008G130300","S. bicolor","many-to-many","48156848","48155838","175759719","175758339","5","Chr08","","",
"GRMZM2G328908","Z. mays","Sobic.007G111500","S. bicolor","many-to-one","40296646","40293468","48361484","48358863","10","Chr07","","similar to Putative uncharacterized protein OJ1118_F05.12",
"GRMZM2G328961","Z. mays","Sobic.004G141600","S. bicolor","one-to-one","40945712","40942696","159985533","159983509","5","Chr04","","",
"GRMZM2G328988","Z. mays","Sobic.009G166300","S. bicolor","one-to-one","52295396","52286537","117288664","117273598","8","Chr09","","similar to Putative uncharacterized protein",
"GRMZM2G329002","Z. mays","Sobic.003G384700","S. bicolor","one-to-one","69760794","69756168","169090289","169087270","3","Chr03","","",
"GRMZM2G329029","Z. mays","Sobic.004G108200","S. bicolor","one-to-one","10423045","10420805","143923533","143921725","5","Chr04","","similar to H0102C09.4 protein",
"GRMZM2G329033","Z. mays","Sobic.004G252900","S. bicolor","many-to-one","59201291","59196468","134591533","134577818","6","Chr04","","",
"GRMZM2G329047","Z. mays","Sobic.002G242000","S. bicolor","many-to-one","63110406","63109365","189876536","189875814","2","Chr02","","similar to Photosystem I reaction center subunit V, chloroplast precursor",
"GRMZM2G329069","Z. mays","Sobic.003G382800","S. bicolor","one-to-one","69635986","69635290","169766751","169766114","3","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G329073","Z. mays","Sobic.003G382700","S. bicolor","one-to-one","69632565","69632185","169771656","169771011","3","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G329144","Z. mays","Sobic.001G365800","S. bicolor","one-to-one","58241680","58238720","128436569","128433759","9","Chr01","","similar to Glutathione peroxidase",
"GRMZM2G329146","Z. mays","Sobic.007G175500","S. bicolor","one-to-one","59674284","59673495","206476644","206475874","1","Chr07","","Predicted protein",
"GRMZM2G329177","Z. mays","Sobic.001G539000","S. bicolor","one-to-one","72994363","72985203","2433231","2426203","1","Chr01","","",
"GRMZM2G329195","Z. mays","Sobic.010G086400","S. bicolor","one-to-one","7385381","7384146","111413666","111412333","6","Chr10","","",
"GRMZM2G329229","Z. mays","Sobic.004G284700","S. bicolor","many-to-one","62036300","62033843","194613699","194611694","5","Chr04","","similar to Aluminum-activated malate transporter-like",
"GRMZM2G329293","Z. mays","Sobic.010G085900","S. bicolor","one-to-one","7328484","7326985","111425626","111423575","6","Chr10","","similar to Fertility restorer homologue A-like",
"GRMZM2G329300","Z. mays","Sobic.001G063700","S. bicolor","one-to-one","4780271","4771078","286043648","286034596","1","Chr01","","weakly similar to Expressed protein",
"GRMZM2G329306","Z. mays","Sobic.010G085600","S. bicolor","one-to-one","7305533","7298617","111435182","111429102","6","Chr10","","similar to Peptidyl-prolyl cis-trans isomerase",
"GRMZM2G329325","Z. mays","Sobic.003G386700","S. bicolor","one-to-one","69899511","69897912","163980578","163979114","8","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G329454","Z. mays","Sobic.007G020500","S. bicolor","many-to-one","1930078","1921628","192491679","192488046","5","Chr07","","",
"GRMZM2G329645","Z. mays","Sobic.009G222700","S. bicolor","many-to-one","56543807","56542334","162920655","162919981","6","Chr09","","",
"GRMZM2G329710","Z. mays","Sobic.001G152400","S. bicolor","one-to-many","12221197","12212682","72967252","72964938","6","Chr01","","",
"GRMZM2G329710","Z. mays","Sobic.010G038400","S. bicolor","one-to-many","3065489","3063114","72967252","72964938","6","Chr10","","",
"GRMZM2G329750","Z. mays","Sobic.007G203400","S. bicolor","one-to-one","62169759","62166755","190636390","190634258","1","Chr07","","similar to Putative uncharacterized protein",
"GRMZM2G329999","Z. mays","Sobic.010G251800","S. bicolor","one-to-one","58909777","58908953","56941177","56940383","5","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G330012","Z. mays","Sobic.010G252500","S. bicolor","one-to-one","58938704","58937209","56968495","56967482","5","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G330024","Z. mays","Sobic.010G079500","S. bicolor","one-to-one","6646654","6633019","109578940","109565310","6","Chr10","","",
"GRMZM2G330035","Z. mays","Sobic.008G121900","S. bicolor","many-to-many","46688133","46682832","131593881","131591044","10","Chr08","","Predicted protein",
"GRMZM2G330035","Z. mays","Sobic.008G122200","S. bicolor","many-to-many","46796815","46794686","131593881","131591044","10","Chr08","","",
"GRMZM2G330153","Z. mays","Sobic.003G339300","S. bicolor","one-to-one","66245713","66243767","184336629","184335280","3","Chr03","","similar to Os01g0823700 protein",
"GRMZM2G330213","Z. mays","Sobic.001G282500","S. bicolor","many-to-one","48304824","48301010","45157514","45155072","5","Chr01","","similar to NADH:ubiquinone oxidoreductase 17.2 kD subunit family protein, expressed",
"GRMZM2G330218","Z. mays","Sobic.001G083400","S. bicolor","one-to-one","6448091","6441647","278581638","278575596","1","Chr01","","similar to Expressed protein",
"GRMZM2G330298","Z. mays","Sobic.003G274300","S. bicolor","one-to-one","61063763","61054594","204170353","204165867","3","Chr03","","",
"GRMZM2G330377","Z. mays","Sobic.009G035400","S. bicolor","many-to-one","3283589","3281054","73649625","73637396","2","Chr09","","",
"GRMZM2G330394","Z. mays","Sobic.010G229500","S. bicolor","one-to-one","57017982","57017719","91399731","91399432","6","Chr10","","",
"GRMZM2G330424","Z. mays","Sobic.006G082900","S. bicolor","one-to-one","46061066","46057822","117234799","117221430","10","Chr06","","similar to OSJNBa0084A10.10 protein",
"GRMZM2G330436","Z. mays","Sobic.001G544500","S. bicolor","one-to-one","73719739","73715915","526846","515997","1","Chr01","","similar to Expressed protein",
"GRMZM2G330453","Z. mays","Sobic.001G151500","S. bicolor","one-to-one","12144609","12140207","259885139","259876810","1","Chr01","","similar to Expressed protein",
"GRMZM2G330526","Z. mays","Sobic.006G139700","S. bicolor","many-to-one","51103251","51101468","129145603","129143556","10","Chr06","","similar to OSIGBa0145C12.2 protein",
"GRMZM2G330650","Z. mays","Sobic.001G360200","S. bicolor","one-to-one","57781950","57775301","63901034","63894558","1","Chr01","","similar to Novel plant SNARE 11, putative, expressed",
"GRMZM2G330684","Z. mays","Sobic.001G227100","S. bicolor","many-to-one","21742735","21739134","30860079","30856575","5","Chr01","","",
"GRMZM2G330693","Z. mays","Sobic.009G202200","S. bicolor","one-to-one","55156846","55155309","123965211","123964538","8","Chr09","","similar to Putative uncharacterized protein P0483D07.8",
"GRMZM2G330719","Z. mays","Sobic.008G054400","S. bicolor","one-to-one","5458922","5455797","160528831","160527353","8","Chr08","","",
"GRMZM2G330751","Z. mays","Sobic.001G197300","S. bicolor","one-to-one","17791394","17785741","23045091","23041496","5","Chr01","","",
"GRMZM2G331015","Z. mays","Sobic.010G217900","S. bicolor","one-to-one","55887820","55885936","106436103","106434074","9","Chr10","","similar to Putative uncharacterized protein",
"GRMZM2G331027","Z. mays","Sobic.006G278100","S. bicolor","many-to-one","61806263","61804503","25618790","25616069","2","Chr06","","",
"GRMZM2G331032","Z. mays","Sobic.004G275700","S. bicolor","one-to-one","61226472","61219141","198576608","198570127","5","Chr04","","similar to AP47/50p",
"GRMZM2G331105","Z. mays","Sobic.004G143600","S. bicolor","one-to-one","42173412","42108766","114088947","114069436","9","Chr04","","",
"GRMZM2G331154","Z. mays","Sobic.001G308900","S. bicolor","one-to-one","52288390","52283277","126902420","126889395","9","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G331250","Z. mays","Sobic.006G276900","S. bicolor","one-to-one","61703144","61701354","25287487","25286365","2","Chr06","","similar to H0701F11.5 protein",
"GRMZM2G331253","Z. mays","Sobic.004G000300","S. bicolor","one-to-one","66913","64623","175035904","175033851","5","Chr04","","",
"GRMZM2G331283","Z. mays","Sobic.010G166600","S. bicolor","one-to-one","48957383","48951569","105133835","105131768","6","Chr10","","",
"GRMZM2G331368","Z. mays","Sobic.008G092600","S. bicolor","one-to-one","33945945","33929511","20724390","20707656","10","Chr08","","similar to Putative uncharacterized protein",
"GRMZM2G331566","Z. mays","Sobic.003G148500","S. bicolor","one-to-one","15454941","15452546","35008598","35006012","8","Chr03","","similar to Endoglucanase 3 precursor",
"GRMZM2G331599","Z. mays","Sobic.001G210600","S. bicolor","many-to-one","19329848","19329429","229041051","229040521","1","Chr01","","similar to Putative ripening-related protein 6 precursor",
"GRMZM2G331638","Z. mays","Sobic.001G471800","S. bicolor","one-to-one","67259187","67256968","24743308","24741558","1","Chr01","","similar to Os03g0194300 protein",
"GRMZM2G331652","Z. mays","Sobic.001G471700","S. bicolor","one-to-one","67255141","67252535","24736107","24733394","1","Chr01","","similar to Putative uncharacterized protein",
"GRMZM2G331720","Z. mays","Sobic.003G274700","S. bicolor","one-to-one","61086544","61084534","203942257","203940613","3","Chr03","","similar to Lipase-like",
"GRMZM2G331766","Z. mays","Sobic.010G216600","S. bicolor","one-to-one","55718949","55716823","107354808","107353556","9","Chr10","","weakly similar to Putative uncharacterized protein B1047G05.39",
"GRMZM2G331770","Z. mays","Sobic.006G237600","S. bicolor","one-to-one","58816764","58814454","144448260","144445971","10","Chr06","","weakly similar to H0306F03.11 protein",
"GRMZM2G331779","Z. mays","Sobic.006G146900","S. bicolor","one-to-one","51759071","51753987","29608052","29605351","2","Chr06","","",
"GRMZM2G331811","Z. mays","Sobic.003G149800","S. bicolor","one-to-one","15807065","15801163","57231705","57209745","3","Chr03","","",
"GRMZM2G331902","Z. mays","Sobic.008G142600","S. bicolor","one-to-one","49986958","49984386","160826714","160824656","1","Chr08","","similar to Putative uncharacterized protein",
"GRMZM2G332107","Z. mays","Sobic.009G030600","S. bicolor","one-to-one","2767819","2764418","144625998","144604822","6","Chr09","","similar to Putative uncharacterized protein P0033D06.1",
"GRMZM2G332258","Z. mays","Sobic.003G374400","S. bicolor","one-to-one","68972733","68966862","172899496","172895439","3","Chr03","","similar to Putative chloride channel",
"GRMZM2G332259","Z. mays","Sobic.003G117500","S. bicolor","one-to-one","10618992","10616791","36594287","36593065","3","Chr03","","similar to Putative uncharacterized protein",
"GRMZM2G332280","Z. mays","Sobic.008G134300","S. bicolor","one-to-one","48849985","48834091","127239827","127209476","3","Chr08","","",
"GRMZM2G332294","Z. mays","Sobic.007G184800","S. bicolor","one-to-one","60544581","60540220","196407477","196404600","1","Chr07","","similar to Transcription factor RF2a",
"GRMZM2G332390","Z. mays","Sobic.001G146200","S. bicolor","one-to-one","11727751","11727407","15031675","15030901","5","Chr01","","",
"GRMZM2G332412","Z. mays","Sobic.001G238200","S. bicolor","one-to-one","24428398","24426929","237903437","237901878","1","Chr01","","similar to Expansin-A31 precursor",
"GRMZM2G332452","Z. mays","Sobic.002G145900","S. bicolor","many-to-many","29001204","28986962","39415842","39411730","9","Chr02","","",
"GRMZM2G332452","Z. mays","Sobic.005G109700","S. bicolor","many-to-many","23174345","23169789","39415842","39411730","9","Chr05","","",
"GRMZM2G332452","Z. mays","Sobic.010G145500","S. bicolor","many-to-many","41111372","41107115","39415842","39411730","9","Chr10","","",
"GRMZM2G332458","Z. mays","Sobic.004G194200","S. bicolor","many-to-one","53869101","53868844","31296554","31295565","8","Chr04","","",
"GRMZM2G332483","Z. mays","Sobic.005G147700","S. bicolor","one-to-one","52033761","52032357","210367599","210365552","4","Chr05","","",
"GRMZM2G332505","Z. mays","Sobic.005G072500","S. bicolor","one-to-one","8788499","8786478","212530668","212528029","4","Chr05","","similar to Transmembrane amino acid transporter protein",
"GRMZM2G332548","Z. mays","Sobic.001G506300","S. bicolor","many-to-one","70250591","70248741","9752079","9749306","1","Chr01","","similar to Xyloglucan galactosyltransferase KATAMARI1 homolog",
"GRMZM2G332560","Z. mays","Sobic.004G318400","S. bicolor","one-to-one","64711187","64707401","212048784","212042079","5","Chr04","","similar to Os02g0778700 protein",
"GRMZM2G332562","Z. mays","Sobic.004G074500","S. bicolor","one-to-one","6062674","6057743","101337762","101334187","5","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G332660","Z. mays","Sobic.007G185800","S. bicolor","one-to-one","60597163","60594533","194292261","194290098","4","Chr07","","similar to Putative uncharacterized protein",
"GRMZM2G332687","Z. mays","Sobic.004G344900","S. bicolor","one-to-one","66813706","66810468","215753858","215751740","5","Chr04","","",
"GRMZM2G332703","Z. mays","Sobic.008G140600","S. bicolor","one-to-one","49683252","49680219","125446598","125443206","3","Chr08","","weakly similar to Os12g0577000 protein",
"GRMZM2G332749","Z. mays","Sobic.003G170000","S. bicolor","many-to-many","30187442","30184478","79224572","79219679","5","Chr03","","",
"GRMZM2G332749","Z. mays","Sobic.005G115200","S. bicolor","many-to-many","37152798","37149670","79224572","79219679","5","Chr05","","",
"GRMZM2G332809","Z. mays","Sobic.007G213600","S. bicolor","one-to-one","62995988","62991063","198951589","198942470","4","Chr07","","similar to Parathymosin-like",
"GRMZM2G332821","Z. mays","Sobic.001G484600","S. bicolor","one-to-one","68358014","68355925","172141461","172138837","1","Chr01","","similar to Protein kinase domain containing protein, expressed",
"GRMZM2G332843","Z. mays","Sobic.004G217900","S. bicolor","one-to-one","56014925","56011612","185718842","185716777","5","Chr04","","similar to Putative uncharacterized protein",
"GRMZM2G332976","Z. mays","Sobic.001G042000","S. bicolor","one-to-one","3126605","3124721","3147825","3146074","5","Chr01","","similar to Putative short chain alcohol dehydrogenase",
"GRMZM2G333042","Z. mays","Sobic.002G280300","S. bicolor","one-to-one","66149172","66148570","175683654","175682660","7","Chr02","","weakly similar to Putative uncharacterized protein B1274F11.11",
"GRMZM2G333045","Z. mays","Sobic.003G096500","S. bicolor","many-to-one","8544761","8535712","9254958","9252761","8","Chr03","","similar to Protein kinase RLK17",
"GRMZM2G333069","Z. mays","Sobic.001G544400","S. bicolor","one-to-one","73715192","73714159","645388","644611","1","Chr01","","",
"GRMZM2G333079","Z. mays","Sobic.009G081900","S. bicolor","one-to-one","11679811","11676235","110816370","110813651","8","Chr09","","",
"GRMZM2G333095","Z. mays","Sobic.002G082300","S. bicolor","one-to-one","8796410","8795275","159141910","159141449","2","Chr02","","weakly similar to Putative uncharacterized protein",
"GRMZM2G333140","Z. mays","Sobic.001G177700","S. bicolor","one-to-one","14946926","14944040","19322663","19319506","5","Chr01","","",
